	Name	Info	Website	Year of foundation	Category	Province	Town
255	Knitt Labs	Knitt is an Internet of Things (IoT) hardware and software platform that tracks, measures and monitors electricity consumption at an outlet and switch level. Knitt’s hardware is Wi-Fi enabled and can used as an outlet of any kind, a switch, at the breaker level and even as a power bar. Knitt’s software is where the data is accessed and can be viewed historically and in real-time. The software also enables households and businesses to remotely control, schedule and set smart rules for when things turn on or off. Smart rules are trigger based rules like ambient temperature, humidity, light, sound level, and much more. This is made possible by our environment sensor that we created to integrate with the Knitt platform. Knitt is also smart, it has machine learning algorithms built into it that learns the way we consume electricity. It helps us automatically manage our usage better, which reduces energy waste, in turn saving us money and helping the environment.	http://KnittLabs.com	 			
256	Knockri	A.I. Video Recruiting	http://www.knockri.com	Founded in 2016			
257	Knomos Knowledge Management Inc.	Knomos is an enhanced knowledge management platform for corporate legal departments leveraging data visualization and deep machine learning.	http://knomos.law/	Founded in 2014			
258	Knote	Knote is a Natural Language Processing and Artificial Intelligence platform. We work documents and text data to create support tools for companies to automate repetitive tasks. More specifically, we specialize in summarization and redaction of documents. The government, legal and professional service firms are some of our target market. The e-discovery subsection of Big Data is $10 billion dollars and growing rapidly. After nearly 2 years of development our technology is ready for the market, and we are looking to bring people on board to fill key roles as we scale.	http://knote.me	 			
259	Knowtions	As more healthcare companies rapidly grow operations in emerging markets, petabytes of multilingual, unstructured and messy clinical data are emerging from real-world settings. This growing new wave of data sources include electronic health records, patient reported outcomes, and clinical sensors data. Knowtions transforms the sea of data that describe real human experiences with medical products into computable signals. With advances in deep learning and cloud computing, Knowtions empowers global decision makers to zoom in for understanding of ground-level clinical operations and zoom out for analysis of group experience and trends across multiple regions, languages and cultures. The Knowtions Intelligence Platform assists innovative industry leaders to create a big-picture understanding of the world by transcending individual markets through tangible, computable data at the global and hyperlocal scale.	https://www.myknowtions.com	 			
260	Kodatex	Interior designers that work on a project to decorate corporate spaces, hotels or other public spaces need access to unique and original artwork to incorporate into the space they are designing. This can be a challenging task. In addition creating high-resolution artwork to incorporate in large prints can be expensive and time-consuming. Kodatex’s generative art technology can help the designer get quick access to a large number of original and authentic pieces of artwork to incorporate into spaces they are decorating.	http://www.kodatex.com	 			
261	Komand Consulting	KOMAND Consulting works with companies and leaders to develop sophisticated business strategies that lead to exemplary performance. Our advantage lies in the fact that we use the power of advanced statistical analysis to drive our strategic recommendations.	http://komand.ca/	 			
262	Kraken International	Kraken International is a next generation quantitative research and development team, building the future of adaptive portfolio management systems.	http://kraken.international	 			
263	Ladon Labs	Ladon Labs is building a handheld barcode scanner that uses machine learning to identify produce items without the need for barcodes. The technology increases the speed and accuracy at the cash register and decreases the time, effort, and cost of training cashiers. The system also eliminates certain theft techniques that are common at self-service checkouts...	https://www.facebook.com/LadonLabs/	Founded in 2012			
264	Landr	Developer of an instant online audio mastering software designed to refine and polish finished stereo mixes. The company's instant online audio mastering software uses machine learning technologies which are applied to sound engineering and delivered as a platform, enabling users to mix tracks for the studio without an engineer, make live recordings in real time and broadcast shows live with a fully mixed sound.	https://www.landr.com/en	Founded in 2012	Arts		
265	LANDR Audio	 	https://www.landr.com	 			
266	Last Studio Standing	Operator of a hand drawn studio created to completed over 1,500 hours of on-air animated programming. The company's hand drawn animation uses visual artificial intelligence, convolutional neural networks, sound design, and new Ultra HD workflow with old-school organic drawing program and specializes in science and science-fiction based animation, enabling children, family, and adult audiences to enjoy quality animation.	http://www.laststudiostanding.com/	 			
267	LaunchSpot.io	Developer of a platform to share informative news. The company's platform enables users to automatically gather news and social content via its neuro-linguistic programming (NLP)algorithm based platform.	http://launchspot.io/	Founded in 2013			
268	layer 6 ai	"The First SaaS Personalized Recommendation &amp; Search Engine using Deep Learning"	https://layer6.ai/	 			
269	LeadSift	Developer of a platform that generates qualified leads for sales by mining publicly available social media data. The company develops social media based lead sales technology which analyzes chatter from popular social media streams and turns the data into targeted local leads for sales.	http://leadsift.com/	Founded in 2012			
270	Legalicity	Legalicity is a new online legal research platform that is designed to be simple yet effective. It can be used by lawyers, law students, and anyone who wants to learn about various topics in Canadian law.	http://www.Legalicity.net	Founded in 2016			
271	Lemeister	Lemeister focuses on providing sports analytics, algorithmic match-up predictions and fan engagement products and solutions to sports fans, news media agencies, betting agencies, professional club organizations, sports federations and other affiliated organizations.	http://www.lemeister.com	Founded in 2016			
272	lexalytics	transforms global conversations into meaningful and actionable insights. Every day, our leading text analysis platforms process billions of pieces of unstructured data, translating thoughts and feelings into profitable decisions for our customers. Lexalytics helps companies implement vital feedback and monitoring programs that create an ongoing dialogue with their customers. From social media monitoring to voice of the customer programs to customer experience management to business intelligence and more, the Lexalytics Semantria™ and Salience™ platforms are fully customizable and deliver at scale and on budget	https://www.lexalytics.com/	Founded in 2003	Analyse de contenu / Système de recommandation / Traitement automatique de langage naturel	QC	Montréal
273	LimeSpot Solutions	LimeSpot offers a conversion optimization service to ecommerce merchants. We focus on the choice overload problem and show consumers the FEW products that they are most likely to be interested in. Our patent-pending technology uses linguistic analysis and machine learning to understand content and target it intelligently. By combining that with the power of profile information (i.e. social network, CRM, loyalty programs, etc.), along with behavioral and trend analysis, LimeSpot is able to instantly make highly relevant recommendations for each consumer. The technology is platform, industry and content-type independent but our commercial focus is entirely on Shopify.	http://www.limespot.com	Founded in 2013			
274	Logojoy	Logojoy is an AI-powered logo maker.	http://logojoy.com	Founded in 2016			
275	Lucent Industries	Proprietary image processing and machine learning combined with mixed reality optical head-mounted display hardware delivers unprecedented visual clarity to its wearer, no matter the context.	http://www.seelucent.com	 			
276	Lusens	Interactive systems based on touch sensing, 3d video analytics for body motion and position, and artificial intelligence.	http://lusens.com	Founded in 2012			
277	lynx inspection	LynX Inspection develops cutting edge machine vision solutions serving the Industrial Inspection and Non-Destructive Testing (NDT) markets based on novel and proprietary radiographic methods. The primary market is the high speed inline industrial inspection of manufactured parts and assemblies, particularly for the aerospace, military and automotive industries that require very high quality standards. The solutions developped by LynX Inspection are able to perform 100% inline inspection of manufactured parts, detect defects and validate 3D measurements of both the internal and external structure of components at more than 100 items per minute.	http://www.lynxinspection.com/	Founded in 2016	Analytiques industriels	QC	Montréal
278	Lyrebird	Lyrebird will offer a new generation of speech synthesis technologies for developers. It is the result of several months of research conducted at the MILA lab at University of Montréal. Our technology is the very first of this kind to allow copying voices in a matter of minutes and control the emotion of the generation. We believe that vocal human-computer interfaces will become more and more widespread in the future and we want to lead the race.	http://lyrebird.ai	Founded in 2017	Synthèse vocale	QC	Montréal
279	MachineVision (formely Point Grey Research)	Flir Systems Inc. designs, manufactures, and markets thermal imaging and infrared camera systems in the U.S. and internationally. Its Thermography division offers products for commercial and industrial applications, where temperature measurement is a primary requirement. The Commercial Vision Systems division caters to security, automotive, marine, airborne, and first responder markets. The Government Systems division makes products that allow the user to see in total darkness and through smoke, haze, and various types of fog. This division serves search and rescue, force protection, border and maritime patrol, surveillance and reconnaissance, targeting, federal drug interdiction, military, paramilitary, and police markets.	https://www.ptgrey.com/	 	Vision par ordinateur / Affichage intelligent	QC	Richmond
280	Macromeasures	Macromeasures makes it easy to tap into the everyday behaviors of hundreds of millions of people, across social networks, to power personalized experiences and gain meaningful insights. We’re building the best way to learn about your customers. We help marketers understand their millennial customers by giving them world-class customer intelligence.	https://macromeasures.com/about/	 	Marketing / Médias sociaux	QC	Montréal
281	Mainstream	"Mainstream is a media management &amp; distribution company."	https://twitter.com/goMainstream	Founded in 2014			
282	Malaspina Labs	Developer of a speech processing platform. The company offers embedded speech recognition software, voice activation software, biometric speaker authentication software and noise reduction software products which execute in real-time on ultra-low power processors.	http://www.malaspina-labs.com/	Founded in 2010			
283	Maps BI	Provider of mapping and business intelligence platform. The company provides mapping and business intelligence platform to enhance visualization to better assist in the analysis of Big Data.	https://www.mapsbi.com/	Founded in 2013			
284	Marginally clever	Marginally Clever Robots wants to build a moon base with an innovative 3D printing robot. Through education we spread our message and empower people to build robots, solve their problems, and be more awesome. By selling advanced robots we fund research and development of our long term project.	https://www.marginallyclever.com/	Founded in 2008			
285	Maropost	Global provider of on-demand digital marketing, sales, and infrastructure platforms.	https://mmc.maropost.com/	Founded in 2011			
286	Marshall Capital	"Marshall Capital Corporation is a venture capital firm. It focuses on identifying and commercializing industry-leading technologies; financing and assisting seed and early-stage ideas; and technology companies. it provides advisory services and communicating strategies for the media and financial businesses."	http://www.marshallcapital.ca	Founded in 1998			
287	Mashup Machine	We're using machine learning to teach computers animated storytelling, allowing content to adapt to the viewer.	http://mashupmachine.io	 			
288	MatchFuel	MatchFuel provides personalized game recommendations on Android by using GameOracle AI technology.	https://medium.com/@faisalabid/	Founded in 2011			
289	Me3	To use technology, psychology, and design to bring lasting happiness to our users in the most economical, scalable and effective way possible.	https://me3app.co	Founded in 2017	Réseau social / Site de rencontres	QC	Montréal
290	MEDANN	Unobtrusive sensor technology paired with deep learning neural networks and big data will provide a cost-effective way to monitor and detect signs of an acute medical event for adults with chronic illnesses living in their home or in assisted care facilities. The goal is to reduce the number of trips (currently 10+ trips per year) that patients with chronic health conditions will make to emergency departments every year.	http://www.medann.com	 			
291	Medvalgo	 	www.medvalgo.com	 			
292	MeritHQ	 	http://merithq.io	 			
293	Meta	Meta is an intelligent system that can read, understand, and reason over scientific and technical literature.	http://meta.com/	Founded in 2010			
294	Metacreative	The Style Machine is an Ableton Live plugin that allows ones to generate complete songs (full composition) as well as individual parts (MIDI patterns) from a variety of corpora generated from existing songs.	http://metacreativetech.com/	 			
295	Metafor Software	Anomaly detection for IT operations analytics and security intelligence	http://www.metaforsoftware.com	Founded in 2010			
296	Meya.ai	Meya lets you build amazing bots that can be easily connected to popular messaging apps. Bots can range from a simple, personal bot built in a few minutes to a sophisticated bot that connects customers to your business in a new and delightful way.	https://meya.ai/	Founded in 2014			
297	MicroCent Technologies	MicroCent Technology is a corporate identity for Bitness. Bitness is provider of location based analytics for businesses. The company offers an online platform that provides insights and analytics for in-store foot traffic within businesses.	https://ca.linkedin.com/company/microcent-org	Founded in 2014			
298	MicroMetrics	Provider of an online SaaS based platform designed to collect feedback and analyze real-time customer data. The company's online SaaS based platform and mobile application transforms data into immediately-actionable consumer insights that enables retailers, restaurants, hospitality and QSR chains to collect customer feedback, promote customer engagement and optimize sales.	http://www.micrometrics.com/	Founded in 2013			
299	Midnight Illusions	What WordPress has done for website development, ShiraX will achieve for educational app development.	http://apps.mi.ca	Founded in 2011			
300	MindBridge Analytics	Developer of a cyber security and fraud prevention software. The company develops a cyber security software which analyzes normal and suspicious behavior across internal and open source data points.	http://www.mindbridge.ai/	Founded in 2015			
301	MineSense	 	http://minesense.com/	 			
302	Mintent	The value for features leader, Mintent’s content marketing automation platform is used by mid-sized and large teams to create, schedule, publish and measure marketing content. The simple yet sophisticated platform helps marketers more precisely align messages with customer buying cycles, manage concurrent editorial calendars and content marketing workflows to achieve higher returns on their content investment.	http://www.getmintent.com	Founded in 2012			
303	Minute School	Minute School helps students transition into and through higher education	https://www.minuteschool.com	Founded in 2016			
304	Miovision	Miovision develops intelligent technology solutions to address the challenges facing today global transportation network and to minimize the environmental impacts of inefficient transportation flow.	https://miovision.com/	Founded in 2015			
305	Mirametrix inc	Mirametrix develops consumer electronics integrated with proprietary attention sensing technology to enable human-computer interaction processes. The company also offers Glance by Mirametrix, a software platform that enables customers, OEMs, and ISVs to create user experiences across all devices.	http://www.mirametrix.com/	Founded in 2010	Vision par ordinateur / Affichage intelligent		
306	MistyWest	MistyWest offers businesses with consulting services that focus on product engineering and design. It offers its customers with mechanical engineering, hardware development, and research and development services.	https://mistywest.com/	Founded in 2010			
307	mnubo	Provider of a big data analytics platform for the Internet of Things. The company operates a technology startup building a global cloud services platform that is organized around two strategic business lines, the internet of things cloud platform division and software engineering services division. It provides IoT Data Analytics to help product manufacturers build better connected products and services.	http://www.mnubo.com	Founded in 2012	Robotique / Drone / Internet des objets	QC	Montréal
308	Molescope	 	https://molescope.com/	 			
309	Morrow	Morrow is like a personal assistant - she's trying to get out of your way. Text Morrow to tell her what you want to accomplish tomorrow, and she'll help you get it done. She can schedule breaks, work around your meetings, and show you cute kitten photos exactly when you need them.	http://www.morrow.co/	Founded in 2015			
310	MotionMetrics	Motion Metrics International is a private Canadian corporation dedicated towards developing intuitive, reliable, cutting-edge monitoring technologies for the mining and oil industries, in order to improve safety of operation, increase production efficiency and reduce equipment downtime. Their advanced monitoring solutions are the result of over 14 years of research and development focused on solving challenges faced in mining operations around the world. They provide a range of advanced monitoring solutions for mining equipment including: loaders, shovels, and conveyor belts. Each solution is design to the specific needs of the equipment.	http://www.motionmetrics.com	 			
311	motorleaf	Machine Learning Automated Control for Indoor Agriculture.	http://www.motorleaf.com	Founded in 2015	Technologie agroalimentaire	QC	Montréal
312	My intelligent machines	"Competitive research carried out in the Pharma/Biotech industry, and in academia relies on massively produced omics data; the use of which requires bioinformatic expertise. Unfortunately, just a fraction of scientists have access to the expertise of bioinformaticians. Hiring a huge number of bioinformaticians is limited by the availability of qualified personnel and converting any scientist in bioinformaticians is unrealistic. They will address these critical problems by conceiving and implementing artificial intelligent systems, called MIMs (for My Intelligent Machines). MIMs will be accessible to non-specialists in bioinformatics and will also support the day-to-day work of bioinformatic groups."	http://www.mims.ai/	Founded in 2016	Bioinformatique		
	Myelin		http://www.myelin.solutions		Santé / Télésanté	QC	Montréal
313	Mylo	Rounds up everyday purchases automatically and invests the spare change to help you achieve your financial goals.	https://mylo.ai/	Founded in 2015	Technologie financière	QC	Montréal
314	Naborly	Naborly is a service that helps landlords to run background checks on their tenants to increase security.	http://naborly.co	Founded in 2015			
315	Nash.	Nash helps organizations innovate effectively by challenging assumptions, uncovering jobs to be done and making sense of new technologies.	http://nash.agency	Founded in 2017	Services (consultation, R&D)	QC	Montréal
316	Navi	Navi builds innovative AI-powered content analysis and content curation products for the media industry.	http://usenavi.com	Founded in 2016			
317	Nearmoi	peer-to-peer transactions	http://www.nearmoi.com	Founded in 2017			
318	nectar	Nectar designs and manufactures intelligent food production systems.	http://www.nectar.buzz	Founded in 2017	Technologie agroalimentaire	QC	Montréal
319	Neemo Tech	Neemo chat bot is a career assistant AI that delivers a personalized job seeking experience through mainstream messaging app like Facebook Messenger. It utilizes machine-learning technology to understand the underlying user preferences and humanize the job seeking process. It also has the potential to integrate further premium services including application support, interview advice, and career guidance.	http://www.neemotech.io/	Founded in 2016			
320	Neptec	Neptec’s 3DRi™ applications provide a library of proprietary software that extracts information from OPAL™ 3D sensor data in real-time.	http://neptectechnologies.com/	Founded in 2011			
321	Neutun	Their software runs on your existing smartwatch and wearable devices (like a Pebble or Apple Watch). Their technology is device agnostic, non-invasive and utilizes accessible wearables. They don't diagnose epilepsy. They simply provide a seizure tracking tool for people living with epilepsy.	https://neutun.com/	Founded in 2015			
322	News360	News360 is an app that knows exactly the kind of content you're interested in, and delivers it at the right time and place to your phone or tablet.	http://news360.com	Founded in 2010			
323	NextBillion.org	People with disabilities (PWD) are often consumed with their conditions, and face increased social stigma and isolation. It is difficult for them to find the right mentor who can help them move forward and reach their potential with the right positive guidance.	http://www.nextbillion.org	Founded in 2016			
324	Nextwave Software	The knowledge graph has become the new information backbone of the Web and it is growing, changing and absorbing everything in its path. Soon it will contain all of human knowledge, updated every millisecond.	http://www.nxtwv.com	Founded in 2012			
325	NGRAIN	 	http://www.ngrain.com	 			
326	nGUVU	Developer of gamification software for call-center agents. The company provides a cloud-based software that uses machine-learning, gamification and behavioral analytics to create sustained agent engagement in contact centers, by bringing a sense of fun and collaboration to achieving objectives.	https://www.nguvu.com/	Founded in 2014	Ressources humaines	QC	Montréal
327	nmodes	nmodes develops data-based competitive social strategies that helps companies to achieve sustainable business growth. It enables businesses to identify and categorize conversations, find the right prospects, and define social selling channels.	http://nmodes.com	Founded in 2010			
328	Noq	Mobile messanging app using a revolutionary AI-powered sharing process.</p>	http://www.thenoq.com/	 			
329	North Labs	"North Labs is an R&amp;D firm focused on pattern recognition and machine learning for urban planning, real estate, finance, and consumer retail."	http://northlabs.ca	Founded in 2014			
330	Nova Shell Materials Technologies	We develop next generation aeroponic vertical horticulture systems that are modular, technologically advanced and sustainable.	http://www.nsmt.ca	 			
331	novasyst	 	http://novasyst.com/	 			
332	Nudge.ai	Sales platform that uses AI to provide actionable insights on target customers.</p>	https://nudge.ai/	 			
333	NuraLogix	NuraLogix has developed patent pending technology for detecting hidden emotions.	http://www.nuralogix.com	Founded in 2016			
334	Obie.ai	Obie, the first continuous learning bot built for Slack, made by Tasytt Inc, is a fundamentally new way for teams to communicate with their internal knowledge, quickly, at scale. Teams can access their knowledge across multiple sources without leaving the workspaces they spend their time in.	https://obie.ai	Founded in 2015			
335	OneBridge Solutions	Developer of cloud applications for pipeline management. The company develops applications which leverages big data and advanced analytics and helps in predicting potential failures of pipelines as well as addressing emergency situations.	http://onebridgesolutions.com/	 			
336	OOSYNAPSE	"Your digital life is spread out across your favourite web search engine, email provider, internet provider, social media apps, video browsing &amp; streaming app, hospitals, clinics, banks and more. That information already exist out there but a lot of these apps and websites do not give you granular control, access and ownership of your own data and some of them go as far as selling your digital information to advertisers without your knowledge or consent. With the OOSynapse platform you will be able to pull in your data from these various sources, and store it a home, work or in our cloud where you always have complete control and ownership of your information. You can use any of our 7 apps to connect and share with others, find your passion, vote on issues that matter to you, find things you need, learn something new, manage your health &amp; fitness, build stronger relationship with others and much more."	https://oosynapse.com	Founded in 2008			
337	opentext	OpenText provides enterprise information management software solutions to help companies manage their unstructured business information.	http://www.opentext.com/	Founded in 1991			
338	Operant.AI	OperantAI is a Conversation Intelligence platform for collection agents and customer success teams. We believe conversations are the most under-leveraged asset in organizations today, and that having good, effective conversations, and learning from the insights they contain is the biggest lever to growing revenue. We use Natural Language Processing, and Deep Learning to unite sales conversations into a single dashboard, allowing collections and customer service teams to identify what works to increase their conversion rates.	https://operantai.com/	Founded in 2017			
339	Optimail	Optimail is a cross-platform marketing automation solution powered by artificial intelligence	https://www.optimail.io	Founded in 2016			
340	Ordr	Here at Ordr we’ve been working hard to completely reinvent the food delivery experience by creating a truly social, intuitive and intelligent ecosystem that not only puts your ever evolving food scene right in your fingertips but constantly adapts around the users themselves. Through the use of intuitive design, unique customer relationship and marketing platforms, adaptive order allocation and routing algorithms, to name a few, all supported by our deep learning systems we have been able to solve the many downfalls that plague the current market.	http://ordr.ai	Founded in 2015			
341	Otto motors	OTTO Motors, a division of Clearpath Robotics Inc., provides self-driving vehicles designed exclusively for indoor material transport. The vehicles operate with infrastructure-free navigation, offering intelligent, safe, efficient, and reliable transportation within industrial centers. Proprietary hardware, software, and services are delivered to provide customer excellence.	http://ottomotors.com/	 			
342	OutsideIQ	OutsideIQ develops innovative artificial intelligence solutions that use big data to address complex risk-based questions and problems.	http://www.outsideiq.com/	Founded in 2009			
343	Paddle	"Paddle is a platform that takes makes it incredibly simple to sell apps, games and other digital products. Paddle think that creators should be allowed to focus on building awesome products, so Paddle handle all of the boring things like payments, analytics, customer support and VAT so that they can do just that. Using Paddle's software development kits, developers can easily set up trial versions, licensing mechanisms, in-app purchases and even track performance &amp; usage with Paddle’s in-app analytics technology -- all under a single dashboard."	http://www.mypaddle.co	Founded in 2012			
344	Paphus Solutions	Paphus Solutions Inc. is a Canadian corporation that specializes in intelligence automation products and services.	http://www.paphussolutions.com	Founded in 2013			
345	ParseHub	Provider of an online web scraping platform. The company offers a web-based data scraping platform for gathering data from the web.	http://www.parsehub.com	Founded in 2015			
346	pavemetrics	Pavemetrics specializes in 3D vision systems for the automated inspection of transportation infrastructure. Our systems are used in more than 35 countries around the world to automatically inspect roads, runways, railways and tunnels.	http://www.pavemetrics.com/about/	 	Vision par ordinateur / Affichage intelligent		
347	Pax Cultura	Software design and programming that invests in original product development.</p>	https://paxculturastudios.com/	 			
348	PCP VR	Provider of a virtual reality platform. The company develops a virtual reality products in pragmatic synthesis across multiple disciplines, including real time 3D graphics engines, 3D mathematics, tracking technologies and computer vision.	http://pcpvr.com/#pcpvr	Founded in 2014			
349	Peak Power	The Peak Synergy system features an intuitive user interface with multiple screens to gain insights into building operations, track and forecast battery usage, manage one or a portfolio of buildings, in-depth reporting and more.	http://www.peakpowerenergy.com	 			
350	Pear Data	Asset Management	http://www.peardatacorp.com	 			
351	PeerLoop.ca	PeerLoop.ca is a platform to provide valuable insights on an individual's personal skills and performance. Based on data input from the individual him/herself and his/her peers, PeerLoop provides an effective and easy to implement personal training program for the individual through machine learning. Peerloop.ca is ultimately an self-development tool for individuals. Data generated from PeerLoop can be beneficial for the users in terms of showcase and keeping track of their learning journey. It is also beneficial for companies to target, evaluate ,or manage their talents and customers.	https://www.peerloop.ca/	Founded in 2016			
352	PeopleAnalytics.ai	PeopleAnalytics.ai is a venture-backed technology company with deep roots in academia that is using AI, Machine Learning and language psychology science to reinvent the way organizations identify, understand and manage the risks associated with their most important assets - their people. We use proprietary cognitive science that understands the psychology of employees and teams in real-time - to identify the psychological changes that precede risks (everything from disengaged and disgruntled employees to those at risk of violence and fraud), and enable enterprise Risk and Security teams to identify and intervene with at-risk individuals and teams before harm ever occurs. Our team is comprised of PhDs, professors, software developers, data scientists and some of the world's leading experts in language psychology, machine learning and artificial intelligence.	http://www.peopleanalytics.ai	Founded in 2014			
353	Peotic Technologies	Peotic turns financial data into actionable consumer insights	http://www.poet-technologies.com/	Founded in 2015			
	Percev.ai		http://perceiv.ai		Santé / Télésanté	QC	Montréal
354	Perch	Perch is an always-on video portal enabling users to stay connected to the people they talk to every day	https://perch.co/	Founded in 2012			
355	Perfiqt	Perfiqt is AI that uses gamification to simplify finance to help people make smarter life decisions.	http://www.Perfiqt.com	Founded in 2016	Technologie financière	QC	Montréal
356	PetBot	PetBot lets people interact with their pets while they are away from home. It lets you give something to your pet, and lets your pet give something to you. It is the only product that uses artificial intelligence to recognize pets and allow two-way interaction instead of surveillance. Pet owners can see their pets, play sounds, and drop treats. Their pets can use PetBot to send them Pet Selfies. PetBot aims to be the hub of pet technology in the home. It is WiFi-enabled and will be able to integrate with Bluetooth-enabled devices.	http://www.petbot.co	Founded in 2015			
357	pfm scheduling services	 	http://pfmscheduling.com/	Founded in 2002			
358	PHEMI Systems	Operator of a big data warehouse company that lets organizations access and mine variety of data at any volume. The company offers built-in privacy, data sharing and data governance with indexing, cataloging and full lifecycle, enterprise-grade data management for fraud prevention, personalized medicine and oil exploration and discovery.	http://phemi.com/	Founded in 2013			
359	Phonbok	Phonbok is an event app that facilitates business to business introductions, connections and communications.	http://www.phonbok.com	 			
360	Phoyo	Use Phoyo smart photography to showcase what matters. Starting at the point of capture, Phoyo allows you to take control of your style and unlock your content's potential in the digital market place. Phoyo empowers retailers, manufacturers, designers and programmers to create the visually engaging shopping experiences your brand has only dreamed about.	http://phoyo.io	 			
361	Pineapple Games	Pineapple Games is the developer of the #1 mobile Open Face poker product for iOS.	http://www.playpineapple.com	 			
362	PiP Pet Recognition	PiP, The Global Pet Recognition Company, develops the PiP app for iPhone, which uses facial recognition technology to re-unite lost pets with their rightful owners. It’s as simple as taking a picture and registering your pet. Should your pet ever become lost, activating the amber alert system will ensure your furry friend quickly finds their way home.	http://www.petrecognition.com/	Founded in 2012			
363	Pitstop	Predicting vehicle failures before they happen	http://pitstopconnect.com	Founded in 2015			
364	Plantiga	Plantiga is all about foot-strike analytics, mobile apps and smart footwear, providing actionable analysis from the data of human movement.	http://www.plantiga.com	Founded in 2008			
365	PLATOI Industries	PLATOI is addressing complex challenges faced by Energy transmission pipelines industry, with revolutionary hybrid solution system featuring cutting-edge nanotech sensory for leaks detection and situational awareness, connected together over long-range autonomous IIoT network, operated and managed by cloud services and augmented with analytics and deep-learning intelligence services.	http://www.platoi.com/	 			
366	Plex.ai	Plex.ai is an insurance start-up working on using artificial intelligence to re-engineer the way insurance and risk management is done. Rover (www.heyrover.com) is an AI powered virtual insurance broker that helps users quote, bind and service insurance products directly from their Facebook messenger.	http://www.plex.ai	Founded in 2015			
367	Plotly	Plotly is the modern platform for agile business intelligence and data science.	https://plot.ly	 	Analytiques		
368	Plumlytics Social	Social Media Marketing suite with the Power of Artificial Intelligence.	http://www.plumlytics.com	Founded in 2016			
369	Predikat	Predikat develops an applied/specialized predictive analytics solution for SaaS providers, aimed to timely detect and prevent customer churn (turnover) within a desired period of time. Our customers will better understand their customers, know what actually works to retain them and when, target only the churners that will actually stay if targeted. They will understand why and when their customer churn at individualized level.	http://www.Predikat.co	Founded in 2017			
370	Predilytics	Predilytics is an information technology company that provides solutions to the healthcare industry. The company's first series of products focus on assisting health plans and providers identify and prioritize opportunities against key business initiatives which include improving appropriate documentation for disease burden, attracting and retaining plan membership, enhancing the effectiveness of care management and reducing costly facility admissions/re-admissions. Predilytics utilizes the latest machine learning technology proven in the financial and advertising sectors but not yet leveraged in the healthcare markets.	http://www.predilytics.com/	Founded in 2011			
371	Prëmo	Prëmo is a platform powered by BlockChain and Artificial Intelligence to connect you with the right people as fast and precisely as possible. It's pure stellar innovation, at the Speed of Light!	https://www.xn--prmo-mpa.com/home/	 	Chaîne de blocs	QC	Montréal
372	Pricerazzi	A technology company that uses proprietary OCR systems to turn pictures of receipts into data	https://www.pricerazzi.com	Founded in 2015			
373	Primal	Intelligent assistants that bring you the right information. Primal learns your interests and seamlessly delivers content from around the Web.	http://www.primal.com	Founded in 2004			
374	Primate Labs	Primate Labs develops cross-platform performance analysis software for desktop and mobile systems.	https://www.primatelabs.com/	Founded in 2013			
375	ProNav Technologies	ProNavigator is a SaaS customer support platform built for the insurance industry. We add a layer of artificial intelligence to assist customers 24/7 through chat and email, making the buying and service experience as frictionless as possible.	https://pronavigator.io/	Founded in 2016			
376	Propulse Analytics	Propulse analyzes the desires and intent of each consumer and provides the timeliest and accurate product choice available.	http://www.propulseanalytics.com/en/	Founded in 2015	Commerce électronique	QC	Montréal
377	PVelocity	"pVelocity's Profitability &amp; Cost Optimization Software is the only analytic application with advanced simulation capabilities, providing immediate, detailed insight into projected customer, product and asset performance. Developed to meet the complex analytical requirements of today's business environment, the rich data model behind pVelocity's software reflects a deep awareness of the tools a business manager requires to understand the interplay between pricing and cost to serve."	http://www.pvelocity.com/	Founded in 2001			
378	Q.I. Leap Analytics	 	https://qileap.com	Founded in 2015			
379	Qassurance AI	Qassurance AI helps you triage your bugs more effectively.<br></p>	https://qassurance.ai	 			
380	qclinics	Qclinics.com is a SaaS company that offers smart online queuing for walk-in clinics, powered by real-time Artificial Intelligence that plans and schedules optimal placement for patients by leveraging a network of clinics in a collaborative manner. Our system is capable of revising schedules in real time, leverages the power of networking, predicts wait times and reacts upon it. The system offers patients optimal placement and optimizes patient in-flow. Our system eliminates no-shows and clinics have access to smart statistics. We are not an EMR (Electronic Medical Records) platform or a clinic calendar appointment software. It is already a competitive space. Instead, Qclinics.com is creating a disruptive and game changing solution. It will solve the biggest challenge of walk-in clinics and simplify access to healthcare. Current systems have no intelligence and are not capable of replanning / revising (without human intervention) schedules in real time.	http://www.qclinics.com/patients_en.html	Founded in 2017			
381	QEData	QEData is a Toronto-based startup specializing in predictive analytics and machine learning solutions. Our goal is to solve your key strategic challenges, one at a time, using your internal data to derive actionable insights and apply them in transforming your internal and client-facing digital experiences. From driving deeper segmentation to enhancing user experiences, finding revenue opportunities to uncovering the future – our commitment is to help you navigate your organization through the new paradigm of creative disruption. We believe that analytics should be simple to use, and insights should be easy to consume, and hence put extra effort into creating visually rich and inspiring digital experiences.	http://qedata.io	Founded in 2016			
382	QGS Technologies	Rethinking how the investing public is aware of geopolitical risks to their portfolio, lots of it to affect everyone more often. Useful relevant information, on a timely, predictive basis.	http://qgs.io	 			
